word,freq_zipf,language,source,n_density,old20
amos,3.83,es,wordfreq,7,1.35
ampliar,4.1,es,wordfreq,1,2.2
américa,5.07,es,wordfreq,2,2.1
anales,3.66,es,wordfreq,0,1.9
analisis,3.4,es,wordfreq,1,3.35
anarquía,3.57,es,wordfreq,0,3.45
andalucia,3.23,es,wordfreq,1,3.45
andalucía,4.44,es,wordfreq,1,3.45
andaluz,3.85,es,wordfreq,0,2.85
andando,3.91,es,wordfreq,0,1.9
anden,3.31,es,wordfreq,4,1.7
andina,3.71,es,wordfreq,1,1.95
andorra,3.5,es,wordfreq,0,2.8
anexos,3.38,es,wordfreq,0,2.2
angustias,3.26,es,wordfreq,0,3.5
anhelos,3.13,es,wordfreq,0,2.65
anillos,3.94,es,wordfreq,0,2.75
animales,4.91,es,wordfreq,0,2.55
animar,3.67,es,wordfreq,3,1.8
animó,3.49,es,wordfreq,3,1.95
ann,3.78,es,wordfreq,12,1.15
ansias,3.7,es,wordfreq,0,2.35
ansiosos,3.39,es,wordfreq,0,2.95
antecesor,3.31,es,wordfreq,0,3.9
antesala,3.14,es,wordfreq,0,3.45
anticuado,3.25,es,wordfreq,0,2.95
antiguas,4.29,es,wordfreq,1,2.8
antiguos,4.54,es,wordfreq,1,2.8
antología,3.73,es,wordfreq,0,2.95
anula,3.39,es,wordfreq,2,1.75
anunciaba,3.47,es,wordfreq,1,3.0
anunciada,3.65,es,wordfreq,2,2.5
anónimo,3.93,es,wordfreq,1,2.55
apagando,3.14,es,wordfreq,0,2.1
apareció,4.53,es,wordfreq,1,2.2
apartado,4.2,es,wordfreq,1,1.9
apartados,3.55,es,wordfreq,1,2.5
apela,3.23,es,wordfreq,1,1.85
apetito,3.74,es,wordfreq,0,2.8
aplastar,3.38,es,wordfreq,0,2.75
aplicaba,3.15,es,wordfreq,1,2.45
aplicaron,3.27,es,wordfreq,1,2.45
aplicarse,3.62,es,wordfreq,0,2.65
aporta,4.04,es,wordfreq,3,1.7
aportando,3.58,es,wordfreq,1,1.95
apoyadas,3.23,es,wordfreq,1,2.45
apoyan,4.16,es,wordfreq,3,1.9
apoyaron,3.66,es,wordfreq,0,2.45
apoyos,3.87,es,wordfreq,2,1.85
aprendi,3.28,es,wordfreq,4,1.9
apretón,3.12,es,wordfreq,0,2.95
aprobadas,3.69,es,wordfreq,1,2.5
aprobado,4.36,es,wordfreq,1,1.95
apropiado,4.1,es,wordfreq,1,2.55
aprovecho,3.54,es,wordfreq,3,2.75
aptitudes,3.45,es,wordfreq,1,3.45
apuntan,3.79,es,wordfreq,2,1.85
apuntas,3.22,es,wordfreq,3,1.75
apóstol,3.68,es,wordfreq,0,3.0
aquella,4.68,es,wordfreq,1,2.55
arana,3.42,es,wordfreq,2,1.8
aranceles,3.57,es,wordfreq,0,3.45
arc,3.34,es,wordfreq,10,1.1
arcoiris,3.24,es,wordfreq,0,3.85
arde,3.63,es,wordfreq,4,1.6
arena,4.55,es,wordfreq,5,1.6
arequipa,3.74,es,wordfreq,0,3.7
argumentó,3.46,es,wordfreq,2,2.85
aries,3.16,es,wordfreq,3,1.8
armadas,4.34,es,wordfreq,1,1.9
arman,3.24,es,wordfreq,2,1.75
armando,4.08,es,wordfreq,0,1.9
armstrong,3.48,es,wordfreq,0,4.2
aroma,3.79,es,wordfreq,2,1.75
aros,3.33,es,wordfreq,10,1.05
arrastran,3.14,es,wordfreq,1,2.8
arreglada,3.21,es,wordfreq,1,2.6
arrestar,3.53,es,wordfreq,1,2.25
arresto,4.09,es,wordfreq,1,2.2
arribo,3.35,es,wordfreq,2,2.35
arrojado,3.4,es,wordfreq,0,2.5
arrojando,3.16,es,wordfreq,0,2.75
arrojó,3.62,es,wordfreq,1,2.55
art,4.58,es,wordfreq,10,1.05
article,3.33,es,wordfreq,0,2.9
artigas,3.57,es,wordfreq,0,2.65
artística,4.18,es,wordfreq,1,2.95
asado,3.85,es,wordfreq,5,1.55
ascienden,3.25,es,wordfreq,0,2.7
aseguraba,3.38,es,wordfreq,1,2.7
asegurar,4.53,es,wordfreq,1,2.1
aseguro,4.08,es,wordfreq,3,2.2
asequible,3.29,es,wordfreq,0,3.9
ases,3.14,es,wordfreq,6,1.3
asesor,4.17,es,wordfreq,0,2.35
asesores,3.9,es,wordfreq,0,2.6
ash,3.58,es,wordfreq,7,1.35
asiática,3.61,es,wordfreq,1,2.65
ask,3.19,es,wordfreq,5,1.65
asombra,3.37,es,wordfreq,1,2.4
aspirina,3.12,es,wordfreq,0,2.95
asquerosa,3.55,es,wordfreq,1,3.4
asqueroso,3.83,es,wordfreq,1,3.35
asturiana,3.21,es,wordfreq,1,3.35
asumir,4.35,es,wordfreq,1,2.35
asumo,3.61,es,wordfreq,3,1.8
asuntos,4.78,es,wordfreq,0,2.25
asustan,3.3,es,wordfreq,3,1.8
ataca,4.04,es,wordfreq,2,1.8
atacama,3.36,es,wordfreq,1,2.65
atenas,3.87,es,wordfreq,3,1.8
atendida,3.18,es,wordfreq,1,2.35
atentar,3.25,es,wordfreq,1,2.0
ateo,3.47,es,wordfreq,1,1.75
atlantic,3.37,es,wordfreq,1,3.4
atletas,4.07,es,wordfreq,0,2.25
atrapados,3.84,es,wordfreq,2,2.4
atrasados,3.33,es,wordfreq,1,2.4
atraviesa,3.91,es,wordfreq,0,3.05
atrayendo,3.17,es,wordfreq,0,2.9
atraído,3.59,es,wordfreq,0,2.25
atreven,3.58,es,wordfreq,1,2.55
atropello,3.43,es,wordfreq,0,3.75
audífonos,3.27,es,wordfreq,0,4.3
aumentaba,3.22,es,wordfreq,1,2.55
aumentar,4.62,es,wordfreq,1,1.85
aumente,3.61,es,wordfreq,4,1.9
aurelio,3.55,es,wordfreq,0,2.9
aurora,3.84,es,wordfreq,1,2.35
australia,4.49,es,wordfreq,0,3.4
autobuses,4.04,es,wordfreq,0,4.05
autoridad,4.75,es,wordfreq,0,2.9
ava,3.17,es,wordfreq,20,1.0
avanza,4.05,es,wordfreq,1,1.85
avanzan,3.49,es,wordfreq,1,2.45
avanzar,4.25,es,wordfreq,1,2.4
avengers,3.22,es,wordfreq,0,3.15
avería,3.28,es,wordfreq,0,1.95
aviación,3.85,es,wordfreq,0,2.55
avila,3.7,es,wordfreq,3,1.8
avisarle,3.13,es,wordfreq,0,2.85
avisó,3.41,es,wordfreq,3,1.85
ayacucho,3.53,es,wordfreq,0,3.75
ayudarte,4.04,es,wordfreq,3,2.15
ayudaría,3.65,es,wordfreq,1,2.35
ayudas,4.25,es,wordfreq,3,1.8
azotea,3.47,es,wordfreq,1,2.75
azul,4.83,es,wordfreq,0,2.0
añadidos,3.2,es,wordfreq,0,2.85
añadiendo,3.8,es,wordfreq,0,2.85
añadir,4.21,es,wordfreq,1,2.45
añadía,3.15,es,wordfreq,1,2.25
bacalao,3.28,es,wordfreq,0,3.0
bacteria,3.41,es,wordfreq,0,2.65
bailando,4.03,es,wordfreq,0,2.65
bajado,3.85,es,wordfreq,3,1.8
bajón,3.52,es,wordfreq,5,1.7
baker,3.6,es,wordfreq,2,1.9
balacera,3.16,es,wordfreq,0,2.9
balazos,3.46,es,wordfreq,0,2.5
bali,3.2,es,wordfreq,6,1.6
banca,4.29,es,wordfreq,3,1.65
bancarias,3.77,es,wordfreq,1,2.65
banco,5.04,es,wordfreq,4,1.7
bandido,3.35,es,wordfreq,0,2.25
bangkok,3.45,es,wordfreq,0,3.2
banqueros,3.57,es,wordfreq,0,2.9
banquetes,3.11,es,wordfreq,0,3.5
barata,4.02,es,wordfreq,2,1.85
barbas,3.25,es,wordfreq,1,1.9
barca,3.8,es,wordfreq,5,1.65
barranco,3.59,es,wordfreq,1,2.55
barrer,3.29,es,wordfreq,0,1.95
basa,4.33,es,wordfreq,15,1.0
basadas,3.95,es,wordfreq,3,1.8
basar,3.12,es,wordfreq,8,1.55
base,5.28,es,wordfreq,9,1.4
basket,3.54,es,wordfreq,0,2.75
bass,3.19,es,wordfreq,6,1.55
baterías,3.87,es,wordfreq,0,2.7
batista,3.43,es,wordfreq,1,2.35
bautizo,3.26,es,wordfreq,0,2.8
bayas,3.15,es,wordfreq,6,1.7
baña,3.28,es,wordfreq,10,1.45
beba,3.51,es,wordfreq,9,1.5
bebidas,4.17,es,wordfreq,1,2.45
bebiendo,3.61,es,wordfreq,1,2.45
bebé,4.7,es,wordfreq,3,1.8
becerra,3.27,es,wordfreq,0,3.0
beer,3.13,es,wordfreq,3,1.8
beethoven,3.43,es,wordfreq,0,4.95
belgrano,4.01,es,wordfreq,1,3.15
believe,3.2,es,wordfreq,1,2.8
benavides,3.27,es,wordfreq,0,4.0
bendito,3.73,es,wordfreq,1,2.3
benéficas,3.14,es,wordfreq,0,3.15
bernard,3.68,es,wordfreq,0,2.7
besitos,3.22,es,wordfreq,0,2.4
beso,4.44,es,wordfreq,7,1.55
besó,3.42,es,wordfreq,5,1.75
beto,3.35,es,wordfreq,9,1.55
bikini,3.48,es,wordfreq,0,3.0
bilbao,4.1,es,wordfreq,0,2.95
billboard,3.21,es,wordfreq,0,4.35
billones,3.82,es,wordfreq,2,2.65
binomio,3.11,es,wordfreq,0,3.35
bitácora,3.33,es,wordfreq,0,3.9
biólogo,3.19,es,wordfreq,0,2.85
blair,3.43,es,wordfreq,0,2.1
blancas,4.22,es,wordfreq,2,1.8
bloomberg,3.13,es,wordfreq,0,4.55
bloqueos,3.49,es,wordfreq,0,2.5
blu,3.35,es,wordfreq,1,1.8
blue,4.04,es,wordfreq,0,1.85
blues,3.65,es,wordfreq,0,1.95
boba,3.26,es,wordfreq,11,1.3
boca,5.03,es,wordfreq,13,1.15
bocas,3.78,es,wordfreq,9,1.5
bohemia,3.38,es,wordfreq,0,3.15
bolivar,3.48,es,wordfreq,1,2.55
bollo,3.12,es,wordfreq,4,1.75
bolsas,4.24,es,wordfreq,1,1.85
boludo,4.03,es,wordfreq,1,2.15
bolívares,3.65,es,wordfreq,0,3.5
bombilla,3.32,es,wordfreq,0,3.0
bondades,3.24,es,wordfreq,0,2.85
boo,3.17,es,wordfreq,20,1.0
borges,3.86,es,wordfreq,1,2.05
borrachos,3.7,es,wordfreq,0,3.25
borrosa,3.11,es,wordfreq,0,2.35
borró,3.47,es,wordfreq,3,1.85
bosques,4.28,es,wordfreq,1,2.5
bot,3.95,es,wordfreq,18,1.0
boton,3.19,es,wordfreq,2,1.85
botánica,3.38,es,wordfreq,1,2.85
brasilia,3.27,es,wordfreq,0,3.2
brazo,4.53,es,wordfreq,2,1.8
brea,3.16,es,wordfreq,3,1.7
breaking,3.42,es,wordfreq,0,3.4
brian,4.1,es,wordfreq,1,1.95
brigadas,3.47,es,wordfreq,0,2.75
brisa,3.69,es,wordfreq,1,1.9
brito,3.39,es,wordfreq,3,1.8
británica,4.14,es,wordfreq,1,3.35
bro,3.81,es,wordfreq,7,1.35
bromear,3.21,es,wordfreq,0,2.75
bruce,3.94,es,wordfreq,1,1.95
brujería,3.49,es,wordfreq,0,3.6
brujos,3.15,es,wordfreq,2,1.9
brújula,3.35,es,wordfreq,0,3.65
buenos,5.43,es,wordfreq,1,1.9
buey,3.41,es,wordfreq,1,1.85
burdel,3.19,es,wordfreq,0,2.6
burla,4.06,es,wordfreq,2,1.7
burlan,3.43,es,wordfreq,2,1.85
burlarse,3.52,es,wordfreq,0,2.8
burrito,3.12,es,wordfreq,0,2.6
burton,3.34,es,wordfreq,0,2.35
buscaban,3.77,es,wordfreq,0,2.6
buscaron,3.6,es,wordfreq,1,1.95
buscas,4.27,es,wordfreq,2,1.85
but,3.74,es,wordfreq,11,1.35
buzo,3.25,es,wordfreq,1,1.9
báez,3.43,es,wordfreq,1,1.95
bélica,3.15,es,wordfreq,1,2.25
cabal,3.3,es,wordfreq,2,1.8
cabañas,3.51,es,wordfreq,0,2.25
cabe,4.63,es,wordfreq,9,1.25
caber,3.18,es,wordfreq,5,1.65
cabezón,3.2,es,wordfreq,0,2.8
cable,4.43,es,wordfreq,4,1.7
cables,4.1,es,wordfreq,3,1.8
cabrones,3.81,es,wordfreq,0,2.25
cacería,3.63,es,wordfreq,0,2.05
caer,4.72,es,wordfreq,3,1.65
caerá,3.48,es,wordfreq,0,1.9
cafetera,3.33,es,wordfreq,0,2.65
cagas,3.36,es,wordfreq,13,1.2
caiga,4.09,es,wordfreq,4,1.65
caigas,3.23,es,wordfreq,2,1.8
caixa,3.14,es,wordfreq,2,1.9
calcio,3.72,es,wordfreq,0,2.0
calcula,3.88,es,wordfreq,3,2.15
calculado,3.52,es,wordfreq,1,2.55
calculo,3.38,es,wordfreq,3,2.25
calcuta,3.35,es,wordfreq,1,2.6
callejero,3.63,es,wordfreq,1,3.3
calmar,3.76,es,wordfreq,2,1.85
calurosa,3.11,es,wordfreq,1,2.85
calvin,3.34,es,wordfreq,0,2.5
calzones,3.46,es,wordfreq,0,2.35
cama,4.89,es,wordfreq,25,1.0
cambiando,4.3,es,wordfreq,0,2.55
cambiarán,3.26,es,wordfreq,1,2.2
cambiaría,3.73,es,wordfreq,2,2.1
cambié,3.67,es,wordfreq,4,2.1
camille,3.27,es,wordfreq,1,2.55
camina,3.99,es,wordfreq,7,1.5
caminaba,3.57,es,wordfreq,1,2.55
caminé,3.15,es,wordfreq,4,1.8
camiseta,4.31,es,wordfreq,0,2.7
campaña,5.1,es,wordfreq,2,2.15
campeona,3.68,es,wordfreq,0,2.55
campesino,3.74,es,wordfreq,1,3.2
canalizar,3.37,es,wordfreq,0,2.7
canchas,3.56,es,wordfreq,3,1.75
canción,5.06,es,wordfreq,2,2.1
candidata,4.01,es,wordfreq,1,3.35
cangrejos,3.24,es,wordfreq,0,3.15
canoa,3.29,es,wordfreq,3,1.7
cansado,4.3,es,wordfreq,4,1.65
cansando,3.14,es,wordfreq,2,1.85
cantaba,3.66,es,wordfreq,2,1.85
cantan,3.78,es,wordfreq,5,1.7
capacitar,3.32,es,wordfreq,0,3.2
caparazón,3.14,es,wordfreq,0,3.85
capas,4.16,es,wordfreq,15,1.05
capitana,3.39,es,wordfreq,0,2.55
capturas,3.67,es,wordfreq,2,2.25
capullo,3.24,es,wordfreq,0,2.55
capítulo,4.66,es,wordfreq,1,3.2
carabobo,3.5,es,wordfreq,0,3.3
caravana,3.83,es,wordfreq,0,2.85
cardenal,4.13,es,wordfreq,0,2.55
cardio,3.11,es,wordfreq,0,2.0
carente,3.35,es,wordfreq,0,1.95
careta,3.38,es,wordfreq,3,1.65
carlos,5.09,es,wordfreq,3,1.75
carmelo,3.39,es,wordfreq,0,2.3
carmen,4.38,es,wordfreq,0,1.95
carmena,3.23,es,wordfreq,1,2.1
carmona,3.65,es,wordfreq,2,2.1
caroline,3.48,es,wordfreq,1,3.3
caros,3.84,es,wordfreq,12,1.05
carrete,3.14,es,wordfreq,1,2.1
carrie,3.28,es,wordfreq,2,1.9
cartagena,4.08,es,wordfreq,0,3.45
cartilla,3.19,es,wordfreq,1,2.25
casa,5.77,es,wordfreq,28,1.0
casan,3.4,es,wordfreq,7,1.5
casarse,4.16,es,wordfreq,4,1.8
cascabel,3.15,es,wordfreq,0,3.5
cascos,3.67,es,wordfreq,1,1.85
case,3.77,es,wordfreq,16,1.0
casey,3.3,es,wordfreq,1,1.9
castañeda,3.53,es,wordfreq,0,3.5
castillos,3.61,es,wordfreq,0,2.55
catalunya,3.99,es,wordfreq,0,3.5
catarina,3.21,es,wordfreq,1,2.75
categoría,4.7,es,wordfreq,1,3.25
catálogos,3.36,es,wordfreq,0,3.6
católicos,4.15,es,wordfreq,1,3.1
caudal,3.86,es,wordfreq,1,1.95
causales,3.18,es,wordfreq,1,2.45
causante,3.49,es,wordfreq,0,2.65
cayetano,3.34,es,wordfreq,0,3.0
cazadora,3.18,es,wordfreq,0,2.7
caña,4.07,es,wordfreq,21,1.0
caño,3.67,es,wordfreq,13,1.15
cba,3.19,es,wordfreq,10,1.25
cecilia,3.81,es,wordfreq,0,2.85
ceguera,3.47,es,wordfreq,0,2.8
ceja,3.46,es,wordfreq,11,1.4
celebrar,4.48,es,wordfreq,1,2.0
celebre,3.31,es,wordfreq,4,2.15
celeste,3.92,es,wordfreq,0,2.7
cell,3.16,es,wordfreq,10,1.45
celulosa,3.19,es,wordfreq,0,2.85
centenar,3.6,es,wordfreq,0,2.55
centrales,4.26,es,wordfreq,0,2.55
centros,4.75,es,wordfreq,0,1.95
centró,3.5,es,wordfreq,3,1.8
cercanas,4.04,es,wordfreq,1,2.4
cerdos,3.86,es,wordfreq,1,1.85
cereza,3.19,es,wordfreq,2,1.8
cerramos,3.46,es,wordfreq,1,2.3
cerrará,3.27,es,wordfreq,0,2.45
cerrojo,3.12,es,wordfreq,0,2.85
cfk,3.68,es,wordfreq,1,1.9
chabon,3.8,es,wordfreq,0,2.05
chaleco,3.58,es,wordfreq,0,2.65
champú,3.26,es,wordfreq,0,2.7
chan,3.96,es,wordfreq,11,1.2
chancho,3.14,es,wordfreq,0,2.35
charla,4.35,es,wordfreq,1,1.8
charlando,3.3,es,wordfreq,0,2.9
chavista,3.74,es,wordfreq,0,2.8
chavistas,3.61,es,wordfreq,0,2.9
chavo,3.47,es,wordfreq,7,1.55
chevrolet,3.36,es,wordfreq,0,4.35
chevron,3.12,es,wordfreq,0,2.95
chica,4.97,es,wordfreq,4,1.65
chihuahua,4.0,es,wordfreq,0,4.75
child,3.32,es,wordfreq,1,1.95
chismes,3.53,es,wordfreq,1,2.6
chispa,3.62,es,wordfreq,0,2.3
chiste,4.3,es,wordfreq,1,1.9
choferes,3.36,es,wordfreq,0,3.15
cholo,3.17,es,wordfreq,3,1.8
chong,3.2,es,wordfreq,2,1.85
chota,3.52,es,wordfreq,4,1.75
cianuro,3.3,es,wordfreq,0,2.95
cicerón,3.16,es,wordfreq,0,2.95
ciclista,3.73,es,wordfreq,0,2.85
ciegas,3.57,es,wordfreq,1,1.9
cien,4.51,es,wordfreq,6,1.65
cierra,4.37,es,wordfreq,5,1.7
ciertas,4.64,es,wordfreq,1,1.9
ciervo,3.38,es,wordfreq,4,1.75
cimientos,3.69,es,wordfreq,1,2.65
cinturón,4.07,es,wordfreq,0,3.05
cirugía,4.31,es,wordfreq,0,2.85
cirujano,3.86,es,wordfreq,0,3.15
citación,3.42,es,wordfreq,0,2.15
citan,3.55,es,wordfreq,3,1.8
ciudades,4.99,es,wordfreq,0,2.85
ción,3.19,es,wordfreq,1,1.95
clama,3.15,es,wordfreq,5,1.65
claude,3.62,es,wordfreq,0,2.2
clausura,3.93,es,wordfreq,0,2.9
clavado,3.44,es,wordfreq,1,2.05
clavar,3.3,es,wordfreq,0,1.85
cleopatra,3.12,es,wordfreq,0,4.05
cliente,4.6,es,wordfreq,0,1.9
clon,3.55,es,wordfreq,1,1.85
clásicos,4.17,es,wordfreq,1,2.55
clínicas,3.8,es,wordfreq,1,2.45
cne,3.56,es,wordfreq,11,1.2
cnt,3.33,es,wordfreq,8,1.35
cobos,3.13,es,wordfreq,9,1.5
cobran,3.92,es,wordfreq,6,1.65
cobraron,3.25,es,wordfreq,0,2.35
cobró,3.62,es,wordfreq,3,1.85
coches,4.33,es,wordfreq,1,2.05
codigo,3.56,es,wordfreq,1,1.95
codos,3.39,es,wordfreq,7,1.6
cody,3.2,es,wordfreq,4,1.75
coelho,3.15,es,wordfreq,0,2.65
cohetes,3.76,es,wordfreq,0,2.55
cojer,3.34,es,wordfreq,4,1.8
cola,4.61,es,wordfreq,19,1.0
colchón,3.7,es,wordfreq,0,2.85
cold,3.13,es,wordfreq,5,1.55
cole,4.02,es,wordfreq,11,1.35
colgante,3.25,es,wordfreq,0,2.85
colisión,3.51,es,wordfreq,1,2.65
collar,3.86,es,wordfreq,3,1.85
colocadas,3.36,es,wordfreq,1,2.55
colonial,4.2,es,wordfreq,1,2.5
coloquial,3.35,es,wordfreq,0,3.5
coma,4.12,es,wordfreq,19,1.0
comandos,3.62,es,wordfreq,0,2.7
combinan,3.47,es,wordfreq,1,2.45
comentar,4.17,es,wordfreq,4,1.75
comenzaba,3.68,es,wordfreq,2,2.55
comenzar,4.56,es,wordfreq,1,2.0
comerciar,3.25,es,wordfreq,1,2.95
comercios,3.78,es,wordfreq,0,3.0
comes,3.95,es,wordfreq,6,1.65
cometan,3.15,es,wordfreq,2,1.8
comi,3.28,es,wordfreq,5,1.55
comillas,3.42,es,wordfreq,0,2.5
comisión,5.02,es,wordfreq,2,2.25
company,3.78,es,wordfreq,0,2.45
comparada,3.7,es,wordfreq,1,1.95
comparar,4.1,es,wordfreq,1,1.85
comparte,4.31,es,wordfreq,3,1.65
compartes,3.19,es,wordfreq,1,2.25
complace,3.52,es,wordfreq,0,2.7
complejo,4.58,es,wordfreq,2,2.45
complete,3.37,es,wordfreq,3,2.15
compone,3.94,es,wordfreq,0,2.4
compraron,3.66,es,wordfreq,0,2.1
compraría,3.25,es,wordfreq,1,2.05
comprendo,3.89,es,wordfreq,4,2.0
comprobó,3.3,es,wordfreq,0,2.8
compuesto,4.29,es,wordfreq,1,2.55
